"CODE";"FR";"CODE_light";"niveau";"genealogieCode";"genealogieLabel"
"42923110-6";"Balances";"4292311";7;"42|429|4292|42923|429231";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de pesage et balances|Machines de pesage"
"42923200-4";"Bascules";"429232";6;"42|429|4292|42923";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de pesage et balances"
"42923210-7";"Balances de magasin";"4292321";7;"42|429|4292|42923|429232";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de pesage et balances|Bascules"
"42923220-0";"Bascules continues";"4292322";7;"42|429|4292|42923|429232";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de pesage et balances|Bascules"
"42923230-3";"Balances de vérification";"4292323";7;"42|429|4292|42923|429232";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de pesage et balances|Bascules"
"42924200-1";"Machines à jet de vapeur ou de sable";"429242";6;"42|429|4292";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation"
"42924300-2";"Matériel de pulvérisation";"429243";6;"42|429|4292";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation"
"42924310-5";"Pistolets marqueurs";"4292431";7;"42|429|4292|429243";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Matériel de pulvérisation"
"42924700-6";"Appareils mécaniques de projection, de dispersion ou de pulvérisation";"429247";6;"42|429|4292";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation"
"42924710-9";"Appareils de dispersion de gaz";"4292471";7;"42|429|4292|429247";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Appareils mécaniques de projection, de dispersion ou de pulvérisation"
"42924720-2";"Matériel de décontamination";"4292472";7;"42|429|4292|429247";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Appareils mécaniques de projection, de dispersion ou de pulvérisation"
"42924730-5";"Appareils de nettoyage à eau sous pression";"4292473";7;"42|429|4292|429247";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Appareils mécaniques de projection, de dispersion ou de pulvérisation"
"42924740-8";"Appareils de nettoyage à haute pression";"4292474";7;"42|429|4292|429247";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Appareils mécaniques de projection, de dispersion ou de pulvérisation"
"42924790-3";"Appareils de désodorisation";"4292479";7;"42|429|4292|429247";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Appareils mécaniques de projection, de dispersion ou de pulvérisation"
"42930000-4";"Centrifugeuses, machines de calandrage ou distributeurs automatiques";"4293";4;"42|429";"Machines industrielles|Machines diverses à usage général et à usage spécial"
"42931000-1";"Centrifugeuses";"42931";5;"42|429|4293";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques"
"42931100-2";"Centrifugeuse de laboratoire et accessoires";"429311";6;"42|429|4293|42931";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques|Centrifugeuses"
"42931110-5";"Centrifugeuses fixées au plancher";"4293111";7;"42|429|4293|42931|429311";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques|Centrifugeuses|Centrifugeuse de laboratoire et accessoires"
"42931120-8";"Centrifugeuses de table";"4293112";7;"42|429|4293|42931|429311";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques|Centrifugeuses|Centrifugeuse de laboratoire et accessoires"
"42931130-1";"Réducteurs pour centrifugeuses";"4293113";7;"42|429|4293|42931|429311";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques|Centrifugeuses|Centrifugeuse de laboratoire et accessoires"
"42931140-4";"Équipement rotatif pour centrifugeuses";"4293114";7;"42|429|4293|42931|429311";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques|Centrifugeuses|Centrifugeuse de laboratoire et accessoires"
"42932000-8";"Machines de calandrage";"42932";5;"42|429|4293";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques"
"42932100-9";"Machines à laminer";"429321";6;"42|429|4293|42932";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques|Machines de calandrage"
"42933000-5";"Distributeurs automatiques";"42933";5;"42|429|4293";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques"
"42933100-6";"Distributeurs automatiques d'articles d'hygiène";"429331";6;"42|429|4293|42933";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques|Distributeurs automatiques"
"42933200-7";"Distributeurs automatiques de timbres";"429332";6;"42|429|4293|42933";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques|Distributeurs automatiques"
"42933300-8";"Distributeurs automatiques de produits";"429333";6;"42|429|4293|42933";"Machines industrielles|Machines diverses à usage général et à usage spécial|Centrifugeuses, machines de calandrage ou distributeurs automatiques|Distributeurs automatiques"
"42940000-7";"Machines pour le traitement thermique de matériaux";"4294";4;"42|429";"Machines industrielles|Machines diverses à usage général et à usage spécial"
"42941000-4";"Machines pour le traitement thermique de gaz";"42941";5;"42|429|4294";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux"
"42942000-1";"Fours et accessoires";"42942";5;"42|429|4294";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux"
"42942200-3";"Étuves à vide";"429422";6;"42|429|4294|42942";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux|Fours et accessoires"
"42943000-8";"Bains thermostatiques et accessoires";"42943";5;"42|429|4294";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux"
"42943100-9";"Bobines de réfrigération";"429431";6;"42|429|4294|42943";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux|Bains thermostatiques et accessoires"
"42943200-0";"Bains ultrasoniques";"429432";6;"42|429|4294|42943";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux|Bains thermostatiques et accessoires"
"42943210-3";"Thermostats à immersion";"4294321";7;"42|429|4294|42943|429432";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux|Bains thermostatiques et accessoires|Bains ultrasoniques"
"42943300-1";"Refroidisseurs à immersion";"429433";6;"42|429|4294|42943";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux|Bains thermostatiques et accessoires"
"42943400-2";"Circulateurs réfrigérés et circulateurs réfrigérés/chauffants";"429434";6;"42|429|4294|42943";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux|Bains thermostatiques et accessoires"
"42943500-3";"Refroidisseurs/recycleurs";"429435";6;"42|429|4294|42943";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux|Bains thermostatiques et accessoires"
"42943600-4";"Circulateurs à haute température";"429436";6;"42|429|4294|42943";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux|Bains thermostatiques et accessoires"
"42943700-5";"Circulateurs chauffants";"429437";6;"42|429|4294|42943";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux|Bains thermostatiques et accessoires"
"42943710-8";"Couvercles de bains";"4294371";7;"42|429|4294|42943|429437";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines pour le traitement thermique de matériaux|Bains thermostatiques et accessoires|Circulateurs chauffants"
"42950000-0";"Pièces pour machines à usage général";"4295";4;"42|429";"Machines industrielles|Machines diverses à usage général et à usage spécial"
