"CODE";"FR";"CODE_light";"niveau";"genealogieCode";"genealogieLabel"
"42511100-2";"Échangeurs de chaleur";"425111";6;"42|425|4251|42511";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Échangeurs de chaleur et appareils de liquéfaction de l'air ou d'autres gaz"
"42511110-5";"Pompes à chaleur";"4251111";7;"42|425|4251|42511|425111";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Échangeurs de chaleur et appareils de liquéfaction de l'air ou d'autres gaz|Échangeurs de chaleur"
"42511200-3";"Appareils de liquéfaction de l'air ou d'autres gaz";"425112";6;"42|425|4251|42511";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Échangeurs de chaleur et appareils de liquéfaction de l'air ou d'autres gaz"
"42512000-8";"Installations de climatisation";"42512";5;"42|425|4251";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration"
"42512100-9";"Machines de climatisation de type fenêtre";"425121";6;"42|425|4251|42512";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Installations de climatisation"
"42512200-0";"Machines de climatisation de type mural";"425122";6;"42|425|4251|42512";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Installations de climatisation"
"42512300-1";"Unités de climatisation";"425123";6;"42|425|4251|42512";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Installations de climatisation"
"42512400-2";"Appareils de climatisation pour véhicules";"425124";6;"42|425|4251|42512";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Installations de climatisation"
"42512500-3";"Pièces pour machines de climatisation";"425125";6;"42|425|4251|42512";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Installations de climatisation"
"42512510-6";"Registres";"4251251";7;"42|425|4251|42512|425125";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Installations de climatisation|Pièces pour machines de climatisation"
"42512520-9";"Volets d'aération";"4251252";7;"42|425|4251|42512|425125";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Installations de climatisation|Pièces pour machines de climatisation"
"42513000-5";"Matériel de réfrigération et de congélation";"42513";5;"42|425|4251";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration"
"42513100-6";"Matériel de congélation";"425131";6;"42|425|4251|42513";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Matériel de réfrigération et de congélation"
"42513200-7";"Matériel de réfrigération";"425132";6;"42|425|4251|42513";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Matériel de réfrigération et de congélation"
"42513210-0";"Présentoirs frigorifiques";"4251321";7;"42|425|4251|42513|425132";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Matériel de réfrigération et de congélation|Matériel de réfrigération"
"42513220-3";"Comptoirs frigorifiques";"4251322";7;"42|425|4251|42513|425132";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Matériel de réfrigération et de congélation|Matériel de réfrigération"
"42513290-4";"Matériel industriel de réfrigération";"4251329";7;"42|425|4251|42513|425132";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Matériel de réfrigération et de congélation|Matériel de réfrigération"
"42514000-2";"Machines et appareils de filtration ou de purification des gaz";"42514";5;"42|425|4251";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration"
"42514200-4";"Épurateurs électrostatiques d'air et de gaz";"425142";6;"42|425|4251|42514";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Machines et appareils de filtration ou de purification des gaz"
"42514300-5";"Appareils de filtration";"425143";6;"42|425|4251|42514";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Machines et appareils de filtration ou de purification des gaz"
"42514310-8";"Filtres à air";"4251431";7;"42|425|4251|42514|425143";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Machines et appareils de filtration ou de purification des gaz|Appareils de filtration"
"42514320-1";"Filtres à gaz";"4251432";7;"42|425|4251|42514|425143";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration|Machines et appareils de filtration ou de purification des gaz|Appareils de filtration"
"42515000-9";"Chaudière de chauffage urbain";"42515";5;"42|425|4251";"Machines industrielles|Matériel de réfrigération et de ventilation|Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration"
"42520000-7";"Matériel de ventilation";"4252";4;"42|425";"Machines industrielles|Matériel de réfrigération et de ventilation"
"42521000-4";"Matériel de désenfumage";"42521";5;"42|425|4252";"Machines industrielles|Matériel de réfrigération et de ventilation|Matériel de ventilation"
"42522000-1";"Ventilateurs à usages non domestiques";"42522";5;"42|425|4252";"Machines industrielles|Matériel de réfrigération et de ventilation|Matériel de ventilation"
"42522100-2";"Pièces pour ventilateurs";"425221";6;"42|425|4252|42522";"Machines industrielles|Matériel de réfrigération et de ventilation|Matériel de ventilation|Ventilateurs à usages non domestiques"
"42530000-0";"Pièces pour matériel de réfrigération et de congélation et pompes à chaleur";"4253";4;"42|425";"Machines industrielles|Matériel de réfrigération et de ventilation"
"42531000-7";"Pièces pour matériel de réfrigération";"42531";5;"42|425|4253";"Machines industrielles|Matériel de réfrigération et de ventilation|Pièces pour matériel de réfrigération et de congélation et pompes à chaleur"
"42532000-4";"Pièces pour matériel de congélation";"42532";5;"42|425|4253";"Machines industrielles|Matériel de réfrigération et de ventilation|Pièces pour matériel de réfrigération et de congélation et pompes à chaleur"
"42533000-1";"Pièces pour pompes à chaleur";"42533";5;"42|425|4253";"Machines industrielles|Matériel de réfrigération et de ventilation|Pièces pour matériel de réfrigération et de congélation et pompes à chaleur"
"42600000-2";"Machines-outils";"426";3;"42";"Machines industrielles"
"42610000-5";"Machines-outils à laser et centres d'usinage";"4261";4;"42|426";"Machines industrielles|Machines-outils"
"42611000-2";"Machines-outils à usage spécifique";"42611";5;"42|426|4261";"Machines industrielles|Machines-outils|Machines-outils à laser et centres d'usinage"
"42612000-9";"Centre d'usinage";"42612";5;"42|426|4261";"Machines industrielles|Machines-outils|Machines-outils à laser et centres d'usinage"
"42612100-0";"Centre d'usinage à broche horizontale";"426121";6;"42|426|4261|42612";"Machines industrielles|Machines-outils|Machines-outils à laser et centres d'usinage|Centre d'usinage"
"42612200-1";"Centre d'usinage à broche verticale";"426122";6;"42|426|4261|42612";"Machines industrielles|Machines-outils|Machines-outils à laser et centres d'usinage|Centre d'usinage"
"42620000-8";"Tours, machines à aléser et à fraiser";"4262";4;"42|426";"Machines industrielles|Machines-outils"
"42621000-5";"Tours";"42621";5;"42|426|4262";"Machines industrielles|Machines-outils|Tours, machines à aléser et à fraiser"
"42621100-6";"Tour CNC";"426211";6;"42|426|4262|42621";"Machines industrielles|Machines-outils|Tours, machines à aléser et à fraiser|Tours"
"42622000-2";"Machines à fileter ou à tarauder";"42622";5;"42|426|4262";"Machines industrielles|Machines-outils|Tours, machines à aléser et à fraiser"
"42623000-9";"Fraiseuses";"42623";5;"42|426|4262";"Machines industrielles|Machines-outils|Tours, machines à aléser et à fraiser"
"42630000-1";"Machines-outils pour le travail des métaux";"4263";4;"42|426";"Machines industrielles|Machines-outils"
"42631000-8";"Machines-outils de finissage des métaux";"42631";5;"42|426|4263";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux"
"42632000-5";"Machines à commande numérique pour le travail des métaux";"42632";5;"42|426|4263";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux"
"42633000-2";"Machines à cintrer, à plier, à dresser ou à aplanir";"42633";5;"42|426|4263";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux"
"42634000-9";"Machines à forger";"42634";5;"42|426|4263";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux"
"42635000-6";"Machines à estamper";"42635";5;"42|426|4263";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux"
"42636000-3";"Presses";"42636";5;"42|426|4263";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux"
"42636100-4";"Presses hydrauliques";"426361";6;"42|426|4263|42636";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux|Presses"
"42637000-0";"Machines-outils à percer, à aléser ou à fraiser les métaux";"42637";5;"42|426|4263";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux"
"42637100-1";"Machines-outils à percer les métaux";"426371";6;"42|426|4263|42637";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux|Machines-outils à percer, à aléser ou à fraiser les métaux"
"42637200-2";"Machines-outils à aléser les métaux";"426372";6;"42|426|4263|42637";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux|Machines-outils à percer, à aléser ou à fraiser les métaux"
"42637300-3";"Machines-outils à fraiser les métaux";"426373";6;"42|426|4263|42637";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux|Machines-outils à percer, à aléser ou à fraiser les métaux"
"42638000-7";"Centre d'usinage pour le travail des métaux";"42638";5;"42|426|4263";"Machines industrielles|Machines-outils|Machines-outils pour le travail des métaux"
"42640000-4";"Machines-outils à travailler les matériaux durs, excepté les métaux";"4264";4;"42|426";"Machines industrielles|Machines-outils"
"42641000-1";"Machines-outils pour le travail de la pierre, de la céramique, du béton ou du verre";"42641";5;"42|426|4264";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux"
"42641100-2";"Machines-outils pour le travail de la pierre";"426411";6;"42|426|4264|42641";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux|Machines-outils pour le travail de la pierre, de la céramique, du béton ou du verre"
"42641200-3";"Machines-outils pour le travail de la céramique";"426412";6;"42|426|4264|42641";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux|Machines-outils pour le travail de la pierre, de la céramique, du béton ou du verre"
"42641300-4";"Machines-outils pour le travail du béton";"426413";6;"42|426|4264|42641";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux|Machines-outils pour le travail de la pierre, de la céramique, du béton ou du verre"
"42641400-5";"Machines-outils pour le travail du verre";"426414";6;"42|426|4264|42641";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux|Machines-outils pour le travail de la pierre, de la céramique, du béton ou du verre"
"42642000-8";"Machines-outils pour le travail du bois, de l'os, du liège, du caoutchouc dur ou du plastique dur";"42642";5;"42|426|4264";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux"
"42642100-9";"Machines-outils pour le travail du bois";"426421";6;"42|426|4264|42642";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux|Machines-outils pour le travail du bois, de l'os, du liège, du caoutchouc dur ou du plastique dur"
"42642200-0";"Machines-outils pour le travail de l'os";"426422";6;"42|426|4264|42642";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux|Machines-outils pour le travail du bois, de l'os, du liège, du caoutchouc dur ou du plastique dur"
"42642300-1";"Machines-outils pour le travail du liège";"426423";6;"42|426|4264|42642";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux|Machines-outils pour le travail du bois, de l'os, du liège, du caoutchouc dur ou du plastique dur"
"42642400-2";"Machines-outils pour le travail du caoutchouc dur";"426424";6;"42|426|4264|42642";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux|Machines-outils pour le travail du bois, de l'os, du liège, du caoutchouc dur ou du plastique dur"
"42642500-3";"Machines-outils pour le travail du plastique dur";"426425";6;"42|426|4264|42642";"Machines industrielles|Machines-outils|Machines-outils à travailler les matériaux durs, excepté les métaux|Machines-outils pour le travail du bois, de l'os, du liège, du caoutchouc dur ou du plastique dur"
"42650000-7";"Outils à main pneumatiques ou à moteur";"4265";4;"42|426";"Machines industrielles|Machines-outils"
"42651000-4";"Outils à main pneumatiques";"42651";5;"42|426|4265";"Machines industrielles|Machines-outils|Outils à main pneumatiques ou à moteur"
"42652000-1";"Outils à main électromécaniques";"42652";5;"42|426|4265";"Machines industrielles|Machines-outils|Outils à main pneumatiques ou à moteur"
"42660000-0";"Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud";"4266";4;"42|426";"Machines industrielles|Machines-outils"
"42661000-7";"Matériel de brasage tendre et de brasage fort";"42661";5;"42|426|4266";"Machines industrielles|Machines-outils|Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud"
"42661100-8";"Matériel de brasage tendre";"426611";6;"42|426|4266|42661";"Machines industrielles|Machines-outils|Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud|Matériel de brasage tendre et de brasage fort"
"42661200-9";"Matériel de brasage fort";"426612";6;"42|426|4266|42661";"Machines industrielles|Machines-outils|Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud|Matériel de brasage tendre et de brasage fort"
"42662000-4";"Matériel de soudage";"42662";5;"42|426|4266";"Machines industrielles|Machines-outils|Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud"
"42662100-5";"Matériel de soudage électrique";"426621";6;"42|426|4266|42662";"Machines industrielles|Machines-outils|Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud|Matériel de soudage"
"42662200-6";"Matériel de soudage non électrique";"426622";6;"42|426|4266|42662";"Machines industrielles|Machines-outils|Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud|Matériel de soudage"
"42663000-1";"Machines pour la trempe superficielle";"42663";5;"42|426|4266";"Machines industrielles|Machines-outils|Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud"
"42664000-8";"Matériel de fusion";"42664";5;"42|426|4266";"Machines industrielles|Machines-outils|Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud"
"42664100-9";"Matériel de fusion pour plastique";"426641";6;"42|426|4266|42664";"Machines industrielles|Machines-outils|Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud|Matériel de fusion"
"42665000-5";"Machines de projection métallique";"42665";5;"42|426|4266";"Machines industrielles|Machines-outils|Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud"
"42670000-3";"Pièces et accessoires de machines-outils";"4267";4;"42|426";"Machines industrielles|Machines-outils"
"42671000-0";"Supports pour outils";"42671";5;"42|426|4267";"Machines industrielles|Machines-outils|Pièces et accessoires de machines-outils"
"42671100-1";"Porte-outils de laboratoire";"426711";6;"42|426|4267|42671";"Machines industrielles|Machines-outils|Pièces et accessoires de machines-outils|Supports pour outils"
"42671110-4";"Porte-éprouvettes pour bains";"4267111";7;"42|426|4267|42671|426711";"Machines industrielles|Machines-outils|Pièces et accessoires de machines-outils|Supports pour outils|Porte-outils de laboratoire"
"42672000-7";"Porte-pièces pour machines-outils";"42672";5;"42|426|4267";"Machines industrielles|Machines-outils|Pièces et accessoires de machines-outils"
"42673000-4";"Appareils diviseurs spéciaux pour machines-outils";"42673";5;"42|426|4267";"Machines industrielles|Machines-outils|Pièces et accessoires de machines-outils"
"42674000-1";"Pièces et accessoires de machines-outils pour le travail des métaux";"42674";5;"42|426|4267";"Machines industrielles|Machines-outils|Pièces et accessoires de machines-outils"
"42675000-8";"Pièces et accessoires de machines-outils pour le travail des matériaux durs";"42675";5;"42|426|4267";"Machines industrielles|Machines-outils|Pièces et accessoires de machines-outils"
"42675100-9";"Pièces pour scies articulées";"426751";6;"42|426|4267|42675";"Machines industrielles|Machines-outils|Pièces et accessoires de machines-outils|Pièces et accessoires de machines-outils pour le travail des matériaux durs"
"42676000-5";"Pièces pour outils à main";"42676";5;"42|426|4267";"Machines industrielles|Machines-outils|Pièces et accessoires de machines-outils"
"42677000-2";"Pièces pour outils pneumatiques";"42677";5;"42|426|4267";"Machines industrielles|Machines-outils|Pièces et accessoires de machines-outils"
"42700000-3";"Machines pour l'industrie du textile, de l'habillement et du cuir";"427";3;"42";"Machines industrielles"
"42710000-6";"Machines pour l'industrie textile";"4271";4;"42|427";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir"
"42711000-3";"Machines de traitement de matières textiles synthétiques";"42711";5;"42|427|4271";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile"
"42712000-0";"Métiers à filer le textile";"42712";5;"42|427|4271";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile"
"42713000-7";"Métiers à tisser";"42713";5;"42|427|4271";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile"
"42714000-4";"Machines à tricoter";"42714";5;"42|427|4271";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile"
"42715000-1";"Machines à coudre";"42715";5;"42|427|4271";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile"
"42716000-8";"Machines à laver, machines de nettoyage à sec et sèche-linge de blanchisserie";"42716";5;"42|427|4271";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile"
"42716100-9";"Installation de lavage";"427161";6;"42|427|4271|42716";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile|Machines à laver, machines de nettoyage à sec et sèche-linge de blanchisserie"
"42716110-2";"Matériel de lavage";"4271611";7;"42|427|4271|42716|427161";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile|Machines à laver, machines de nettoyage à sec et sèche-linge de blanchisserie|Installation de lavage"
"42716120-5";"Machines à laver";"4271612";7;"42|427|4271|42716|427161";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile|Machines à laver, machines de nettoyage à sec et sèche-linge de blanchisserie|Installation de lavage"
"42716130-8";"Machines de nettoyage à sec";"4271613";7;"42|427|4271|42716|427161";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile|Machines à laver, machines de nettoyage à sec et sèche-linge de blanchisserie|Installation de lavage"
"42716200-0";"Sèche-linge";"427162";6;"42|427|4271|42716";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile|Machines à laver, machines de nettoyage à sec et sèche-linge de blanchisserie"
"42717000-5";"Matériel de repassage et de pliage du linge";"42717";5;"42|427|4271";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile"
"42717100-6";"Matériel de pliage du linge";"427171";6;"42|427|4271|42717";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile|Matériel de repassage et de pliage du linge"
"42718000-2";"Machines de finissage textile";"42718";5;"42|427|4271";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile"
"42718100-3";"Machines à repasser";"427181";6;"42|427|4271|42718";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile|Machines de finissage textile"
"42718200-4";"Presses à repasser";"427182";6;"42|427|4271|42718";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir|Machines pour l'industrie textile|Machines de finissage textile"
"42720000-9";"Pièces pour machines de l'industrie du textile et de l'habillement";"4272";4;"42|427";"Machines industrielles|Machines pour l'industrie du textile, de l'habillement et du cuir"
"42800000-4";"Machines de fabrication du papier ou du carton";"428";3;"42";"Machines industrielles"
"42810000-7";"Pièces pour machines de fabrication du papier ou du carton";"4281";4;"42|428";"Machines industrielles|Machines de fabrication du papier ou du carton"
"42900000-5";"Machines diverses à usage général et à usage spécial";"429";3;"42";"Machines industrielles"
"42910000-8";"Appareils de distillation, de filtration ou de rectification";"4291";4;"42|429";"Machines industrielles|Machines diverses à usage général et à usage spécial"
"42912000-2";"Machines et appareils de filtration ou de purification de liquides";"42912";5;"42|429|4291";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification"
"42912100-3";"Machines et appareils de filtration de liquides";"429121";6;"42|429|4291|42912";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Machines et appareils de filtration ou de purification de liquides"
"42912110-6";"Appareils de filtration des boues de forage";"4291211";7;"42|429|4291|42912|429121";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Machines et appareils de filtration ou de purification de liquides|Machines et appareils de filtration de liquides"
"42912120-9";"Hydrocyclones";"4291212";7;"42|429|4291|42912|429121";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Machines et appareils de filtration ou de purification de liquides|Machines et appareils de filtration de liquides"
"42912130-2";"Appareils de filtration ou de purification de boissons";"4291213";7;"42|429|4291|42912|429121";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Machines et appareils de filtration ou de purification de liquides|Machines et appareils de filtration de liquides"
"42912300-5";"Machines et appareils de filtration ou de purification de l'eau";"429123";6;"42|429|4291|42912";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Machines et appareils de filtration ou de purification de liquides"
"42912310-8";"Appareils de filtration de l'eau";"4291231";7;"42|429|4291|42912|429123";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Machines et appareils de filtration ou de purification de liquides|Machines et appareils de filtration ou de purification de l'eau"
"42912320-1";"Appareils de désaération";"4291232";7;"42|429|4291|42912|429123";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Machines et appareils de filtration ou de purification de liquides|Machines et appareils de filtration ou de purification de l'eau"
"42912330-4";"Appareils de purification de l'eau";"4291233";7;"42|429|4291|42912|429123";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Machines et appareils de filtration ou de purification de liquides|Machines et appareils de filtration ou de purification de l'eau"
"42912340-7";"Appareils de dessalement";"4291234";7;"42|429|4291|42912|429123";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Machines et appareils de filtration ou de purification de liquides|Machines et appareils de filtration ou de purification de l'eau"
"42912350-0";"Matériel pour installation de filtration";"4291235";7;"42|429|4291|42912|429123";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Machines et appareils de filtration ou de purification de liquides|Machines et appareils de filtration ou de purification de l'eau"
"42913000-9";"Filtres à huile, filtres à essence et filtres à air";"42913";5;"42|429|4291";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification"
"42913300-2";"Filtres à huile";"429133";6;"42|429|4291|42913";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Filtres à huile, filtres à essence et filtres à air"
"42913400-3";"Filtres à essence";"429134";6;"42|429|4291|42913";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Filtres à huile, filtres à essence et filtres à air"
"42913500-4";"Filtres à aspiration d'air";"429135";6;"42|429|4291|42913";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification|Filtres à huile, filtres à essence et filtres à air"
"42914000-6";"Matériel de recyclage";"42914";5;"42|429|4291";"Machines industrielles|Machines diverses à usage général et à usage spécial|Appareils de distillation, de filtration ou de rectification"
"42920000-1";"Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation";"4292";4;"42|429";"Machines industrielles|Machines diverses à usage général et à usage spécial"
"42921000-8";"Machines de nettoyage, de remplissage, d'emballage ou de conditionnement de bouteilles ou autres récipients";"42921";5;"42|429|4292";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation"
"42921100-9";"Machines de nettoyage ou de séchage de bouteilles ou autres récipients";"429211";6;"42|429|4292|42921";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de nettoyage, de remplissage, d'emballage ou de conditionnement de bouteilles ou autres récipients"
"42921200-0";"Machines de remplissage ou de fermeture de bouteilles, de boîtes ou autres récipients";"429212";6;"42|429|4292|42921";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de nettoyage, de remplissage, d'emballage ou de conditionnement de bouteilles ou autres récipients"
"42921300-1";"Machines d'emballage ou de conditionnement";"429213";6;"42|429|4292|42921";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de nettoyage, de remplissage, d'emballage ou de conditionnement de bouteilles ou autres récipients"
"42921310-4";"Machines de cerclage";"4292131";7;"42|429|4292|42921|429213";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de nettoyage, de remplissage, d'emballage ou de conditionnement de bouteilles ou autres récipients|Machines d'emballage ou de conditionnement"
"42921320-7";"Machines d'emballage";"4292132";7;"42|429|4292|42921|429213";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de nettoyage, de remplissage, d'emballage ou de conditionnement de bouteilles ou autres récipients|Machines d'emballage ou de conditionnement"
"42921330-0";"Machines de conditionnement";"4292133";7;"42|429|4292|42921|429213";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de nettoyage, de remplissage, d'emballage ou de conditionnement de bouteilles ou autres récipients|Machines d'emballage ou de conditionnement"
"42923000-2";"Machines de pesage et balances";"42923";5;"42|429|4292";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation"
"42923100-3";"Machines de pesage";"429231";6;"42|429|4292|42923";"Machines industrielles|Machines diverses à usage général et à usage spécial|Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation|Machines de pesage et balances"
